,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
94797,94797,2014-07-30,Adelaide,12.7,17.3,3.2,0.4,,NNW,43.0,NW,NW,15.0,20.0,88.0,73.0,1018.8,1015.6,13.5,16.3,1,0,2014,7,30,32,1.9634954084936207,2.356194490192345,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94798,94798,2014-07-31,Adelaide,10.1,16.4,0.0,1.4,,W,80.0,NNW,WSW,19.0,20.0,65.0,95.0,1007.2,1006.1,14.2,11.2,0,1,2014,7,31,32,3.141592653589793,1.9634954084936207,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94799,94799,2014-08-01,Adelaide,6.4,12.6,16.0,0.4,,SW,63.0,SW,SW,19.0,26.0,79.0,44.0,1017.4,1022.1,7.9,12.2,1,1,2014,8,1,32,3.9269908169872414,3.9269908169872414,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94800,94800,2014-08-02,Adelaide,2.3,14.1,2.4,,,NNW,28.0,NE,WNW,2.0,9.0,74.0,46.0,1032.9,1031.1,7.2,14.0,1,0,2014,8,2,32,1.9634954084936207,0.7853981633974483,2.748893571891069,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94801,94801,2014-08-03,Adelaide,3.0,15.0,0.0,,,N,30.0,NNE,NW,6.0,13.0,56.0,34.0,1033.3,1030.8,9.4,13.9,0,0,2014,8,3,32,1.5707963267948966,1.1780972450961724,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94802,94802,2014-08-04,Adelaide,0.9,14.6,0.0,4.4,,W,24.0,,W,0.0,15.0,64.0,33.0,1034.7,1033.0,7.0,14.2,0,0,2014,8,4,32,3.141592653589793,,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94803,94803,2014-08-05,Adelaide,3.0,16.9,0.0,1.2,,WSW,20.0,,WSW,0.0,11.0,63.0,50.0,1036.6,1034.4,9.4,15.6,0,0,2014,8,5,32,3.5342917352885173,,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94804,94804,2014-08-06,Adelaide,3.3,16.1,0.0,1.6,,WSW,22.0,,WSW,0.0,11.0,75.0,44.0,1034.8,1032.4,9.5,15.0,0,0,2014,8,6,32,3.5342917352885173,,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94805,94805,2014-08-07,Adelaide,9.4,17.2,0.0,1.8,,N,28.0,NE,NNW,4.0,13.0,61.0,42.0,1033.5,1029.4,12.2,17.0,0,0,2014,8,7,32,1.5707963267948966,0.7853981633974483,1.9634954084936207,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94806,94806,2014-08-08,Adelaide,3.9,18.3,0.0,1.0,,S,57.0,NE,NW,6.0,7.0,79.0,44.0,1030.2,1027.9,9.3,17.8,0,0,2014,8,8,32,9.42477796076938,0.7853981633974483,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94807,94807,2014-08-09,Adelaide,7.8,18.3,0.0,,,N,30.0,NE,NNW,7.0,11.0,47.0,45.0,1027.4,1025.8,13.9,16.8,0,0,2014,8,9,32,1.5707963267948966,0.7853981633974483,1.9634954084936207,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94808,94808,2014-08-10,Adelaide,6.3,15.2,0.2,,,SSW,33.0,N,SW,2.0,15.0,74.0,45.0,1030.8,1029.4,11.5,14.1,0,0,2014,8,10,32,4.319689898685965,1.5707963267948966,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94809,94809,2014-08-11,Adelaide,5.1,12.7,0.4,4.0,,W,24.0,ESE,SW,6.0,11.0,56.0,72.0,1034.3,1032.1,10.1,10.4,0,0,2014,8,11,32,3.141592653589793,5.890486225480862,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94810,94810,2014-08-12,Adelaide,4.5,13.5,0.0,0.8,,SE,35.0,SE,SSE,9.0,19.0,58.0,39.0,1035.5,1034.1,10.0,12.8,0,0,2014,8,12,32,5.497787143782138,5.497787143782138,5.105088062083414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94811,94811,2014-08-13,Adelaide,7.4,13.6,0.0,2.0,,SSE,50.0,ESE,SSE,19.0,20.0,48.0,45.0,1037.6,1036.0,10.6,12.5,0,0,2014,8,13,32,5.105088062083414,5.890486225480862,5.105088062083414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94812,94812,2014-08-14,Adelaide,9.8,15.5,0.0,2.2,,SE,31.0,E,SE,11.0,15.0,65.0,47.0,1035.6,1031.4,11.7,14.7,0,0,2014,8,14,32,5.497787143782138,0.0,5.497787143782138,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94813,94813,2014-08-15,Adelaide,8.5,20.3,0.0,2.0,,E,48.0,WNW,E,7.0,13.0,40.0,40.0,1026.8,1022.9,15.0,18.1,0,0,2014,8,15,32,0.0,2.748893571891069,0.0,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94814,94814,2014-08-16,Adelaide,10.3,14.0,0.0,,,SE,46.0,SW,S,9.0,15.0,75.0,60.0,1021.6,1019.4,10.3,13.0,0,1,2014,8,16,32,5.497787143782138,3.9269908169872414,9.42477796076938,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94815,94815,2014-08-17,Adelaide,9.4,16.2,1.8,,,SSE,39.0,S,WSW,13.0,19.0,63.0,73.0,1021.4,1020.5,11.6,13.5,1,0,2014,8,17,32,5.105088062083414,9.42477796076938,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94816,94816,2014-08-18,Adelaide,6.2,14.7,0.0,5.2,,SSE,30.0,W,S,7.0,9.0,75.0,53.0,1024.9,1023.0,12.1,14.3,0,0,2014,8,18,32,5.105088062083414,3.141592653589793,9.42477796076938,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94817,94817,2014-08-19,Adelaide,5.3,14.9,0.0,1.6,,S,28.0,ESE,S,13.0,13.0,60.0,48.0,1026.9,1025.1,11.4,13.9,0,0,2014,8,19,32,9.42477796076938,5.890486225480862,9.42477796076938,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94818,94818,2014-08-20,Adelaide,6.9,15.1,0.0,1.4,,ESE,30.0,ESE,WSW,13.0,15.0,50.0,50.0,1027.8,1026.3,12.0,13.8,0,0,2014,8,20,32,5.890486225480862,5.890486225480862,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94819,94819,2014-08-21,Adelaide,6.1,19.3,0.0,2.2,,E,30.0,ENE,NNW,9.0,9.0,47.0,39.0,1027.4,1024.0,13.8,18.1,0,0,2014,8,21,32,0.0,0.3926990816987241,1.9634954084936207,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94820,94820,2014-08-22,Adelaide,12.3,21.1,0.0,2.6,,N,37.0,NNE,NNE,13.0,15.0,30.0,24.0,1026.7,1022.6,17.2,20.5,0,0,2014,8,22,32,1.5707963267948966,1.1780972450961724,1.1780972450961724,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94821,94821,2014-08-23,Adelaide,15.0,17.9,0.0,,,WNW,41.0,NNW,WSW,17.0,19.0,40.0,56.0,1023.7,1025.2,16.3,16.2,0,0,2014,8,23,32,2.748893571891069,1.9634954084936207,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94822,94822,2014-08-24,Adelaide,6.0,16.2,0.0,,,W,26.0,NNW,W,9.0,15.0,86.0,55.0,1031.2,1029.6,10.3,15.4,0,0,2014,8,24,32,3.141592653589793,1.9634954084936207,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94823,94823,2014-08-25,Adelaide,4.2,18.6,0.0,8.0,,WNW,20.0,SSW,WSW,7.0,13.0,76.0,51.0,1032.3,1028.2,11.1,17.1,0,0,2014,8,25,32,2.748893571891069,4.319689898685965,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94824,94824,2014-08-26,Adelaide,4.7,19.2,0.0,1.0,,SW,26.0,,WSW,0.0,11.0,69.0,47.0,1028.2,1024.3,12.2,18.8,0,0,2014,8,26,32,3.9269908169872414,,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94825,94825,2014-08-27,Adelaide,5.8,22.0,0.0,2.0,,WSW,24.0,NNW,WSW,9.0,15.0,47.0,41.0,1027.4,1025.7,16.2,21.0,0,0,2014,8,27,32,3.5342917352885173,1.9634954084936207,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94826,94826,2014-08-28,Adelaide,7.3,23.5,0.0,2.4,,N,20.0,NNE,WSW,2.0,11.0,61.0,36.0,1029.3,1026.9,14.6,23.0,0,0,2014,8,28,32,1.5707963267948966,1.1780972450961724,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94827,94827,2014-08-29,Adelaide,7.8,24.7,0.0,3.4,,N,20.0,,W,0.0,9.0,53.0,32.0,1028.7,1025.5,16.7,23.5,0,0,2014,8,29,32,1.5707963267948966,,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94828,94828,2014-08-30,Adelaide,8.5,25.0,0.0,,,NW,37.0,NNW,NW,9.0,15.0,44.0,23.0,1023.8,1019.8,18.5,23.9,0,0,2014,8,30,32,2.356194490192345,1.9634954084936207,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94829,94829,2014-08-31,Adelaide,12.3,23.4,0.0,6.0,,N,43.0,NE,N,11.0,20.0,29.0,24.0,1015.9,1010.6,17.7,22.3,0,1,2014,8,31,32,1.5707963267948966,0.7853981633974483,1.5707963267948966,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94830,94830,2014-09-01,Adelaide,11.3,15.8,6.8,3.0,,WNW,44.0,,WSW,0.0,20.0,90.0,44.0,1014.1,1014.6,11.7,15.5,1,1,2014,9,1,32,2.748893571891069,,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94831,94831,2014-09-02,Adelaide,6.3,16.2,5.6,2.2,,SW,39.0,SSW,SW,11.0,17.0,65.0,60.0,1025.3,1024.9,11.9,13.5,1,0,2014,9,2,32,3.9269908169872414,4.319689898685965,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94832,94832,2014-09-03,Adelaide,5.6,14.7,0.4,2.4,,N,35.0,NE,NNW,4.0,15.0,68.0,49.0,1025.1,1020.7,10.4,14.6,0,1,2014,9,3,32,1.5707963267948966,0.7853981633974483,1.9634954084936207,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94833,94833,2014-09-04,Adelaide,9.2,16.2,4.8,1.0,,E,28.0,ENE,E,9.0,11.0,69.0,53.0,1017.6,1017.2,12.0,15.4,1,0,2014,9,4,32,0.0,0.3926990816987241,0.0,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94834,94834,2014-09-05,Adelaide,5.7,18.7,0.0,1.8,,SSE,28.0,E,W,11.0,15.0,47.0,41.0,1024.7,1023.3,15.4,18.0,0,0,2014,9,5,32,5.105088062083414,0.0,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94835,94835,2014-09-06,Adelaide,6.9,21.2,0.0,,,N,35.0,ENE,NNE,20.0,17.0,33.0,21.0,1027.6,1023.9,17.2,20.7,0,0,2014,9,6,32,1.5707963267948966,0.3926990816987241,1.1780972450961724,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94836,94836,2014-09-07,Adelaide,13.0,23.2,0.0,,,N,52.0,NNE,NE,19.0,28.0,29.0,18.0,1023.7,1018.3,18.7,22.8,0,0,2014,9,7,32,1.5707963267948966,1.1780972450961724,0.7853981633974483,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94837,94837,2014-09-08,Adelaide,17.7,25.4,0.0,14.2,,N,59.0,NNE,NNE,22.0,20.0,23.0,20.0,1012.8,1003.9,19.7,24.8,0,1,2014,9,8,32,1.5707963267948966,1.1780972450961724,1.1780972450961724,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94838,94838,2014-09-09,Adelaide,11.7,20.5,4.6,4.6,,WNW,72.0,NW,NNW,17.0,22.0,70.0,31.0,1007.3,1004.9,14.8,18.3,1,1,2014,9,9,32,2.748893571891069,2.356194490192345,1.9634954084936207,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94839,94839,2014-09-10,Adelaide,11.4,18.4,1.4,2.6,,WNW,41.0,WNW,NW,20.0,20.0,74.0,61.0,1017.0,1016.7,15.1,17.0,1,1,2014,9,10,32,2.748893571891069,2.748893571891069,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94840,94840,2014-09-11,Adelaide,11.9,17.6,1.2,2.0,,WSW,39.0,SW,WSW,13.0,20.0,67.0,38.0,1022.2,1022.8,14.5,17.1,1,0,2014,9,11,32,3.5342917352885173,3.9269908169872414,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94841,94841,2014-09-12,Adelaide,6.1,17.5,0.0,3.2,,SW,30.0,NNE,WSW,9.0,15.0,54.0,49.0,1028.1,1026.0,13.9,17.2,0,0,2014,9,12,32,3.9269908169872414,1.1780972450961724,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94842,94842,2014-09-13,Adelaide,6.0,22.3,0.0,,,WNW,31.0,NNW,NNW,7.0,15.0,52.0,31.0,1025.1,1020.8,14.5,21.8,0,0,2014,9,13,32,2.748893571891069,1.9634954084936207,1.9634954084936207,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94843,94843,2014-09-14,Adelaide,8.8,26.5,0.0,,,E,37.0,NNE,N,11.0,15.0,35.0,23.0,1019.2,1013.7,19.4,26.1,0,0,2014,9,14,32,0.0,1.1780972450961724,1.5707963267948966,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94844,94844,2014-09-15,Adelaide,12.7,18.1,0.2,10.0,,S,57.0,W,SW,26.0,24.0,77.0,69.0,1010.2,1013.5,15.0,16.2,0,0,2014,9,15,32,9.42477796076938,3.141592653589793,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94845,94845,2014-09-16,Adelaide,11.3,17.9,0.2,2.2,,WSW,35.0,SW,W,15.0,22.0,68.0,47.0,1018.7,1016.9,14.8,16.8,0,1,2014,9,16,32,3.5342917352885173,3.9269908169872414,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94846,94846,2014-09-17,Adelaide,9.6,16.8,2.2,2.6,,W,39.0,WSW,WSW,19.0,19.0,75.0,38.0,1022.0,1022.0,13.0,16.2,1,0,2014,9,17,32,3.141592653589793,3.5342917352885173,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94847,94847,2014-09-18,Adelaide,5.8,14.9,0.0,3.4,,ESE,30.0,SW,WSW,6.0,11.0,61.0,74.0,1027.4,1025.2,12.1,12.5,0,1,2014,9,18,32,5.890486225480862,3.9269908169872414,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94848,94848,2014-09-19,Adelaide,8.7,19.4,2.0,0.6,,ENE,33.0,ENE,NE,17.0,15.0,47.0,29.0,1026.4,1023.2,14.7,19.1,1,0,2014,9,19,32,0.3926990816987241,0.3926990816987241,0.7853981633974483,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94849,94849,2014-09-20,Adelaide,11.4,23.2,0.0,,,E,35.0,ENE,WSW,15.0,15.0,28.0,23.0,1026.6,1024.6,18.0,22.5,0,0,2014,9,20,32,0.0,0.3926990816987241,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94850,94850,2014-09-21,Adelaide,9.6,24.2,0.0,,,ENE,33.0,N,NNE,11.0,9.0,29.0,21.0,1030.6,1026.5,18.7,23.5,0,0,2014,9,21,32,0.3926990816987241,1.5707963267948966,1.1780972450961724,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94851,94851,2014-09-22,Adelaide,9.5,26.7,0.0,12.6,,NNW,37.0,NNE,N,15.0,13.0,21.0,9.0,1026.0,1021.2,20.5,26.2,0,0,2014,9,22,32,1.9634954084936207,1.1780972450961724,1.5707963267948966,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94852,94852,2014-09-23,Adelaide,16.7,26.8,0.0,5.4,,N,44.0,N,NNE,19.0,20.0,42.0,27.0,1021.0,1015.9,21.3,25.9,0,1,2014,9,23,32,1.5707963267948966,1.5707963267948966,1.1780972450961724,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94853,94853,2014-09-24,Adelaide,14.9,23.1,1.2,5.0,,W,33.0,N,WSW,9.0,19.0,61.0,54.0,1015.5,1013.7,19.2,21.9,1,0,2014,9,24,32,3.141592653589793,1.5707963267948966,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94854,94854,2014-09-25,Adelaide,13.9,16.9,0.0,3.8,,WSW,31.0,SSW,SW,17.0,13.0,65.0,53.0,1023.0,1022.3,15.1,15.4,0,0,2014,9,25,32,3.5342917352885173,4.319689898685965,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94855,94855,2014-09-26,Adelaide,11.2,22.0,0.8,2.2,,SW,26.0,NNE,WSW,9.0,11.0,86.0,58.0,1023.8,1020.9,13.1,18.2,0,0,2014,9,26,32,3.9269908169872414,1.1780972450961724,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94856,94856,2014-09-27,Adelaide,11.8,30.6,0.0,,,N,48.0,NNE,NNW,17.0,19.0,32.0,19.0,1018.9,1014.6,22.0,30.1,0,0,2014,9,27,32,1.5707963267948966,1.1780972450961724,1.9634954084936207,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94857,94857,2014-09-28,Adelaide,21.6,29.6,0.0,,,NNW,67.0,N,WSW,30.0,28.0,20.0,36.0,1009.4,1007.6,25.1,25.0,0,0,2014,9,28,32,1.9634954084936207,1.5707963267948966,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94858,94858,2014-09-29,Adelaide,12.0,21.9,0.0,14.8,,W,41.0,N,WNW,15.0,20.0,75.0,44.0,1016.6,1013.5,15.8,21.0,0,0,2014,9,29,32,3.141592653589793,1.5707963267948966,2.748893571891069,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94859,94859,2014-09-30,Adelaide,11.2,21.1,0.0,4.0,,W,59.0,WNW,WSW,22.0,30.0,52.0,65.0,1014.7,1017.0,19.3,16.8,0,0,2014,9,30,32,3.141592653589793,2.748893571891069,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94860,94860,2014-10-01,Adelaide,9.4,18.5,0.8,3.2,,WSW,37.0,SSW,WSW,13.0,20.0,43.0,46.0,1028.2,1026.7,15.0,17.6,0,0,2014,10,1,32,3.5342917352885173,4.319689898685965,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94861,94861,2014-10-02,Adelaide,6.5,19.5,0.0,4.0,,WSW,30.0,SSE,WSW,9.0,17.0,57.0,50.0,1029.0,1025.0,14.0,17.7,0,0,2014,10,2,32,3.5342917352885173,5.105088062083414,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94862,94862,2014-10-03,Adelaide,7.8,26.5,0.0,4.0,,N,26.0,NNE,W,11.0,9.0,47.0,27.0,1021.2,1016.4,18.4,25.8,0,0,2014,10,3,32,1.5707963267948966,1.1780972450961724,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94863,94863,2014-10-04,Adelaide,12.1,31.9,0.0,,,NNW,39.0,N,WNW,13.0,19.0,23.0,15.0,1015.3,1012.1,24.4,30.9,0,0,2014,10,4,32,1.9634954084936207,1.5707963267948966,2.748893571891069,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94864,94864,2014-10-05,Adelaide,13.6,28.7,0.0,,,NNE,24.0,ESE,NNE,11.0,6.0,63.0,40.0,1017.3,1012.7,16.6,25.1,0,0,2014,10,5,32,1.1780972450961724,5.890486225480862,1.1780972450961724,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94865,94865,2014-10-06,Adelaide,16.6,29.1,0.0,,,NW,85.0,N,WNW,19.0,33.0,16.0,64.0,1002.8,1002.0,27.8,22.3,0,0,2014,10,6,32,2.356194490192345,1.5707963267948966,2.748893571891069,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94866,94866,2014-10-07,Adelaide,13.2,18.9,0.0,17.6,,SW,43.0,SW,WSW,24.0,13.0,66.0,41.0,1018.8,1020.3,14.3,18.0,0,0,2014,10,7,32,3.9269908169872414,3.9269908169872414,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94867,94867,2014-10-08,Adelaide,9.2,20.5,0.0,3.6,,S,28.0,NNE,W,7.0,13.0,73.0,46.0,1024.6,1023.1,12.9,19.4,0,0,2014,10,8,32,9.42477796076938,1.1780972450961724,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94868,94868,2014-10-09,Adelaide,8.1,29.4,0.0,3.0,,N,31.0,NE,N,13.0,17.0,36.0,14.0,1020.1,1015.7,19.4,27.9,0,0,2014,10,9,32,1.5707963267948966,0.7853981633974483,1.5707963267948966,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94869,94869,2014-10-10,Adelaide,15.4,32.1,0.0,5.8,,WSW,35.0,SW,NW,6.0,11.0,27.0,10.0,1012.7,1009.6,21.8,31.7,0,0,2014,10,10,32,3.5342917352885173,3.9269908169872414,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94870,94870,2014-10-11,Adelaide,12.7,21.7,0.0,,,S,30.0,S,WSW,13.0,17.0,62.0,49.0,1018.0,1014.2,15.2,20.5,0,0,2014,10,11,32,9.42477796076938,9.42477796076938,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94871,94871,2014-10-12,Adelaide,9.5,21.5,0.0,,,SW,41.0,NNW,WSW,4.0,15.0,75.0,50.0,1013.4,1011.3,14.5,20.6,0,0,2014,10,12,32,3.9269908169872414,1.9634954084936207,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94872,94872,2014-10-13,Adelaide,9.3,16.7,0.0,15.8,,SSW,50.0,S,SSW,20.0,19.0,49.0,31.0,1021.0,1022.2,12.3,16.1,0,0,2014,10,13,32,4.319689898685965,9.42477796076938,4.319689898685965,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94873,94873,2014-10-14,Adelaide,6.1,16.5,0.0,3.8,,S,39.0,SSW,SSE,15.0,20.0,52.0,38.0,1027.9,1026.4,12.8,15.6,0,0,2014,10,14,32,9.42477796076938,4.319689898685965,5.105088062083414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94874,94874,2014-10-15,Adelaide,5.1,18.0,0.0,3.0,,W,31.0,WSW,W,7.0,20.0,49.0,39.0,1026.4,1023.6,13.1,17.0,0,0,2014,10,15,32,3.141592653589793,3.5342917352885173,3.141592653589793,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94875,94875,2014-10-16,Adelaide,7.6,19.1,0.0,3.4,,WSW,30.0,N,WSW,7.0,15.0,61.0,44.0,1025.0,1023.5,12.0,18.6,0,0,2014,10,16,32,3.5342917352885173,1.5707963267948966,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94876,94876,2014-10-17,Adelaide,8.5,27.9,0.0,3.2,,NNE,31.0,NE,NW,20.0,15.0,38.0,15.0,1024.5,1021.4,17.2,27.4,0,0,2014,10,17,32,1.1780972450961724,0.7853981633974483,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94877,94877,2014-10-18,Adelaide,15.4,32.6,0.0,,,NW,41.0,NNE,WNW,15.0,24.0,16.0,9.0,1021.4,1019.3,24.3,30.8,0,0,2014,10,18,32,2.356194490192345,1.1780972450961724,2.748893571891069,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94878,94878,2014-10-19,Adelaide,16.3,32.8,0.0,,,NW,39.0,NE,SW,7.0,13.0,19.0,13.0,1020.8,1020.1,24.8,30.9,0,0,2014,10,19,32,2.356194490192345,0.7853981633974483,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94879,94879,2014-10-20,Adelaide,13.4,32.5,0.0,19.4,,E,46.0,WSW,ENE,7.0,11.0,48.0,17.0,1024.4,1020.9,19.3,31.8,0,0,2014,10,20,32,0.0,3.5342917352885173,0.3926990816987241,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94880,94880,2014-10-21,Adelaide,19.3,37.3,0.0,10.4,,E,43.0,NE,NW,22.0,20.0,17.0,9.0,1019.8,1017.1,28.8,36.9,0,0,2014,10,21,32,0.0,0.7853981633974483,2.356194490192345,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94881,94881,2014-10-22,Adelaide,20.4,32.2,0.0,6.4,,S,43.0,N,S,6.0,22.0,28.0,29.0,1016.5,1016.1,27.2,29.1,0,0,2014,10,22,32,9.42477796076938,1.5707963267948966,9.42477796076938,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94882,94882,2014-10-23,Adelaide,13.3,24.4,0.0,7.0,,W,28.0,NNW,WSW,6.0,15.0,65.0,52.0,1018.0,1014.6,17.9,23.1,0,0,2014,10,23,32,3.141592653589793,1.9634954084936207,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94883,94883,2014-10-24,Adelaide,14.0,33.1,0.0,3.8,,SSW,30.0,NE,SW,7.0,9.0,50.0,15.0,1015.1,1012.9,22.1,31.7,0,0,2014,10,24,32,4.319689898685965,0.7853981633974483,3.9269908169872414,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
94884,94884,2014-10-25,Adelaide,15.5,25.5,0.0,,,WNW,26.0,N,WSW,6.0,19.0,54.0,51.0,1017.5,1016.0,20.2,23.6,0,0,2014,10,25,32,2.748893571891069,1.5707963267948966,3.5342917352885173,-34.9281805,138.5999312,SA,Cloud9am_Cloud3pm,4,6
